clustered_label,0,1,2,3,4,5
8500,1.0,1.0,0.0,0.0,0.0,0.0
5400,1.0,1.0,0.0,0.0,0.0,0.0
4700,1.0,1.0,0.0,0.0,0.0,0.0
2274,1.0,1.0,0.0,0.0,0.0,0.0
2400,1.0,1.0,0.0,0.0,0.0,0.0
2400,1.0,1.0,0.0,0.0,0.0,0.0
2400,1.0,1.0,0.0,0.0,0.0,0.0
2400,1.0,0.0,0.0,0.0,0.0,0.0
2274,1.0,1.0,1.0,1.0,0.0,0.0
2274,1.0,1.0,1.0,1.0,1.0,1.0
3600,1.0,1.0,1.0,1.0,1.0,0.0
2274,1.0,1.0,1.0,0.0,0.0,0.0
5500,1.0,1.0,1.0,1.0,1.0,1.0
5500,1.0,1.0,1.0,1.0,1.0,0.0
5400,1.0,1.0,1.0,1.0,1.0,1.0
5500,1.0,1.0,1.0,0.0,0.0,0.0
5500,1.0,1.0,1.0,1.0,1.0,0.0
5500,1.0,1.0,1.0,1.0,0.0,0.0
2273,1.0,1.0,1.0,1.0,0.0,0.0
2273,1.0,1.0,1.0,1.0,1.0,0.0
2273,1.0,1.0,1.0,1.0,1.0,0.0
2273,1.0,1.0,1.0,1.0,0.0,0.0
2273,1.0,1.0,1.0,1.0,1.0,1.0
2239,1.0,1.0,1.0,1.0,1.0,1.0
2277,1.0,1.0,1.0,0.0,0.0,0.0
2277,1.0,1.0,1.0,0.0,0.0,0.0
2277,1.0,1.0,1.0,1.0,0.0,0.0
2277,1.0,1.0,1.0,1.0,1.0,1.0
2278,1.0,1.0,1.0,1.0,1.0,0.0
4700,1.0,1.0,0.0,0.0,0.0,0.0
2278,1.0,1.0,1.0,0.0,0.0,0.0
8500,1.0,1.0,1.0,1.0,1.0,1.0
2278,1.0,1.0,1.0,1.0,1.0,0.0
2277,1.0,1.0,1.0,1.0,0.0,0.0
2274,1.0,1.0,1.0,1.0,1.0,0.0
2274,1.0,1.0,1.0,1.0,1.0,0.0
4700,1.0,1.0,1.0,1.0,1.0,1.0
4700,1.0,1.0,1.0,1.0,1.0,0.0
2274,1.0,1.0,1.0,1.0,1.0,0.0
2260,1.0,1.0,1.0,1.0,1.0,0.0
2260,1.0,1.0,1.0,1.0,1.0,1.0
2260,1.0,1.0,1.0,1.0,1.0,0.0
2260,1.0,1.0,1.0,1.0,1.0,0.0
4700,1.0,1.0,1.0,1.0,1.0,0.0
2260,1.0,1.0,1.0,1.0,1.0,0.0
2260,1.0,1.0,1.0,1.0,1.0,0.0
2260,1.0,1.0,1.0,1.0,1.0,0.0
2274,1.0,0.0,0.0,0.0,0.0,0.0
2260,1.0,0.0,0.0,0.0,0.0,0.0
2860,1.0,1.0,1.0,1.0,1.0,0.0
4100,1.0,1.0,1.0,1.0,1.0,1.0
2860,1.0,1.0,1.0,1.0,1.0,0.0
2860,1.0,1.0,1.0,1.0,1.0,1.0
2860,1.0,1.0,1.0,1.0,1.0,0.0
2830,1.0,1.0,1.0,1.0,1.0,0.0
4100,1.0,1.0,1.0,1.0,1.0,0.0
4100,1.0,1.0,1.0,1.0,1.0,0.0
2860,1.0,1.0,1.0,1.0,1.0,1.0
2860,1.0,1.0,1.0,1.0,1.0,0.0
4100,1.0,1.0,1.0,0.0,0.0,0.0
4100,0.0,0.0,0.0,0.0,0.0,0.0
2860,1.0,1.0,1.0,1.0,0.0,0.0
2819,1.0,1.0,0.0,0.0,0.0,0.0
2274,1.0,1.0,1.0,1.0,1.0,0.0
4500,1.0,1.0,1.0,1.0,0.0,0.0
2849,1.0,1.0,1.0,1.0,1.0,0.0
2819,1.0,1.0,1.0,1.0,1.0,0.0
4100,1.0,1.0,1.0,1.0,1.0,0.0
2274,1.0,1.0,1.0,1.0,1.0,0.0
4100,1.0,1.0,1.0,1.0,1.0,0.0
4100,1.0,1.0,1.0,1.0,1.0,0.0
